customer_id,recency_days,purchase_frequency,avg_order_value,total_revenue,tenure,repeat_customer,avg_days_between_purchases
12443,359,1,485.31,485.31,0,0,
12445,47,1,301.58000000000004,301.58000000000004,0,0,
12449,37,2,384.3,768.6,28,1,28.0
12450,26,3,163.44000000000003,490.32,75,1,37.0
12451,90,3,1211.4533333333334,3634.36,66,1,33.0
12454,22,4,3287.86,13151.44,25,1,7.666666666666667
12455,72,4,853.2725,3413.09,276,1,91.33333333333333
12457,62,1,632.68,632.68,0,0,
12458,54,2,415.045,830.09,60,1,60.0
12459,232,1,454.36,454.36,0,0,
12460,83,1,326.65,326.65,0,0,
12466,309,1,56.73,56.73,0,0,
12467,50,1,132.8,132.8,0,0,
12468,153,3,980.4,2941.2,156,1,77.5
12469,149,2,1535.27,3070.54,14,1,14.0
12470,316,1,211.95,211.95,0,0,
12471,1,49,411.01510204081626,20139.739999999998,358,1,7.229166666666667
12472,23,12,806.4316666666667,9677.18,329,1,29.09090909090909
12474,5,13,388.35846153846154,5048.66,288,1,23.583333333333332
12475,36,1,426.26,426.26,0,0,
12476,23,12,608.2491666666666,7298.99,105,1,9.272727272727273
12477,26,3,2352.21,7056.63,223,1,111.5
12480,26,3,727.7400000000001,2183.2200000000003,108,1,53.5
12481,3,5,1321.138,6605.69,231,1,57.25
12482,203,29,816.944827586207,23691.4,77,1,2.642857142857143
12483,5,11,239.60000000000002,2635.6,298,1,29.5
12484,110,6,304.73833333333334,1828.43,197,1,39.2
12485,156,1,708.1,708.1,0,0,
12486,58,1,1037.28,1037.28,0,0,
12487,357,1,285.29999999999995,285.29999999999995,0,0,
12490,5,11,400.5190909090909,4405.71,360,1,35.6
12492,30,1,452.0,452.0,0,0,
12494,38,2,284.58500000000004,569.17,164,1,164.0
12495,267,1,357.4,357.4,0,0,
12496,247,2,27.045,54.09,0,1,0.0
12497,27,2,2602.7000000000003,5205.400000000001,244,1,244.0
12499,187,1,393.72,393.72,0,0,
12500,62,8,212.17375,1697.39,238,1,33.57142857142857
12503,211,1,1126.0,1126.0,0,0,
12504,44,2,148.5,297.0,179,1,179.0
12505,35,1,955.2,955.2,0,0,
12507,211,1,539.25,539.25,0,0,
12510,86,7,599.35,4195.45,276,1,45.5
12511,55,1,3084.02,3084.02,0,0,
12514,268,1,580.08,580.08,0,0,
12516,57,2,668.28,1336.56,168,1,168.0
12519,103,1,385.7,385.7,0,0,
12523,1,12,215.19833333333335,2582.38,357,1,31.90909090909091
12524,15,9,737.8211111111111,6640.39,280,1,34.75
12525,125,3,324.57666666666665,973.73,149,1,74.0
12527,121,2,193.4,386.8,34,1,34.0
12529,155,1,316.48,316.48,0,0,
12530,42,5,419.396,2096.98,227,1,56.25
12531,313,1,1807.98,1807.98,0,0,
12533,254,2,683.9449999999999,1367.89,110,1,110.0
12537,35,1,732.94,732.94,0,0,
12538,5,1,276.5,276.5,0,0,
12539,77,3,1882.1333333333332,5646.400000000001,265,1,132.5
12540,5,16,553.390625,8854.25,353,1,23.066666666666666
12542,111,2,240.94,481.88,156,1,156.0
12543,75,1,980.25,980.25,0,0,
12547,127,1,175.78,175.78,0,0,
12549,202,6,262.61333333333334,1575.68,121,1,24.0
12553,12,2,458.235,916.47,37,1,37.0
12554,75,1,468.5,468.5,0,0,
12555,309,1,129.23,129.23,0,0,
12557,59,3,2035.0600000000002,6105.18,290,1,144.5
12562,12,2,592.5899999999999,1185.18,49,1,49.0
12563,35,1,249.24,249.24,0,0,
12567,15,5,473.23999999999995,2366.2,278,1,69.0
12568,271,1,70.0,70.0,0,0,
12570,309,1,77.52,77.52,0,0,
12573,8,4,139.2175,556.87,83,1,27.0
12575,84,2,311.40999999999997,622.8199999999999,69,1,69.0
12576,19,3,275.63,826.89,133,1,66.0
12577,8,5,199.19,995.9499999999999,354,1,88.5
12578,12,2,923.97,1847.94,58,1,58.0
12580,203,1,637.2,637.2,0,0,
12582,49,2,734.52,1469.04,155,1,155.0
12583,12,12,525.85,6310.2,348,1,31.181818181818183
12586,1,3,621.91,1865.73,348,1,174.0
12588,26,3,247.96,743.88,198,1,99.0
12589,48,6,674.83,4048.98,267,1,53.4
12591,17,2,449.65,899.3,18,1,18.0
12592,146,3,715.02,2145.06,0,1,0.0
12594,5,5,350.37800000000004,1751.89,267,1,66.5
12595,131,1,299.02,299.02,0,0,
12598,90,3,503.67,1511.01,185,1,92.0
12599,8,6,210.69000000000003,1264.14,196,1,38.6
12600,2,11,215.30727272727273,2368.38,356,1,35.1
12601,31,1,104.19999999999999,104.19999999999999,0,0,
12605,3,4,308.2375,1232.95,81,1,27.0
12606,309,1,21.0,21.0,0,0,
12608,31,1,415.79,415.79,0,0,
12609,1,6,384.83500000000004,2309.01,345,1,68.6
12613,15,5,698.138,3490.69,337,1,84.0
12615,40,4,862.4475,3449.79,217,1,72.33333333333333
12616,15,1,417.8,417.8,0,0,
12619,187,1,140.14,140.14,0,0,
12621,3,15,708.102,10621.53,291,1,20.357142857142858
12623,43,6,573.79,3442.7400000000002,279,1,55.6
12625,136,2,1240.53,2481.06,87,1,87.0
12629,12,2,779.11,1558.22,37,1,37.0
12631,83,5,568.2139999999999,2841.07,237,1,59.0
12632,147,2,402.44,804.88,44,1,44.0
12633,9,3,1171.3933333333332,3514.18,143,1,71.0
12634,162,2,245.0,490.0,12,1,12.0
12635,19,2,620.615,1241.23,64,1,64.0
12636,365,1,141.0,141.0,0,0,
12637,5,4,579.6025,2318.41,165,1,54.333333333333336
12638,266,1,249.8,249.8,0,0,
12639,61,2,413.135,826.27,193,1,193.0
12643,12,6,834.2966666666667,5005.78,225,1,44.6
12644,57,3,480.1933333333334,1440.58,263,1,131.5
12645,36,4,441.03,1764.12,259,1,85.66666666666667
12647,12,24,551.36375,13232.73,309,1,12.956521739130435
12648,64,3,264.65000000000003,793.95,263,1,131.5
12649,9,5,334.22799999999995,1671.1399999999999,313,1,77.75
12651,5,3,87.91666666666667,263.75,86,1,43.0
12652,61,1,97.05000000000001,97.05000000000001,0,0,
12653,153,1,1950.98,1950.98,0,0,
12655,50,1,261.35,261.35,0,0,
12656,52,3,785.5533333333333,2356.66,137,1,68.0
12661,63,1,162.0,162.0,0,0,
12662,8,9,319.64000000000004,2876.76,236,1,29.0
12663,251,2,119.7,239.4,43,1,43.0
12664,141,2,594.08,1188.16,212,1,212.0
12665,44,2,125.30000000000001,250.6,251,1,251.0
12666,21,1,1248.42,1248.42,0,0,
12668,5,6,1272.9216666666666,7637.53,298,1,59.0
12670,12,2,382.12,764.24,280,1,280.0
12671,233,1,2622.481,2622.481,0,0,
12672,222,1,211.15,211.15,0,0,
12673,28,1,619.5,619.5,0,0,
12675,180,2,479.25,958.5,24,1,24.0
12676,35,5,302.34,1511.7,74,1,18.5
12677,182,2,197.55,395.1,111,1,111.0
12678,2,9,1850.3022222222223,16652.72,325,1,40.125
12681,5,23,697.7052173913044,16047.22,347,1,15.363636363636363
12682,12,21,508.1142857142857,10670.4,353,1,17.1
12683,83,6,526.1883333333334,3157.13,270,1,53.4
12687,107,2,1069.455,2138.91,0,1,0.0
12691,47,1,134.6,134.6,0,0,
12692,264,1,110.95,110.95,0,0,
12693,23,3,282.37,847.11,126,1,62.5
12694,48,1,973.68,973.68,0,0,
12695,155,3,275.00666666666666,825.02,137,1,68.5
12696,61,2,425.955,851.91,74,1,74.0
12698,217,1,339.75,339.75,0,0,
12699,44,1,638.11,638.11,0,0,
12701,156,4,412.175,1648.7,104,1,34.0
12703,260,3,240.99333333333334,722.98,51,1,25.0
12705,10,5,978.762,4893.81,150,1,37.25
12708,31,8,300.59375,2404.75,317,1,44.857142857142854
12709,13,19,1096.5326315789473,20834.12,343,1,18.61111111111111
12711,238,2,669.525,1339.05,65,1,65.0
12712,26,8,290.8625,2326.9,331,1,46.857142857142854
12714,15,7,1340.6928571428573,9384.85,347,1,57.333333333333336
12717,217,1,277.93,277.93,0,0,
12720,38,5,401.11,2005.55,95,1,23.5
12721,12,2,678.4749999999999,1356.95,86,1,86.0
12724,10,3,428.7033333333333,1286.11,151,1,75.5
12725,41,3,612.9866666666667,1838.96,169,1,84.5
12726,14,4,351.375,1405.5,237,1,78.66666666666667
12727,69,3,566.2766666666668,1698.8300000000002,212,1,105.5
12728,10,1,233.84,233.84,0,0,
12730,148,1,829.25,829.25,0,0,
12731,69,5,1375.96,6879.8,205,1,50.75
12733,16,3,680.3066666666667,2040.92,300,1,149.5
12734,1,2,264.625,529.25,17,1,17.0
12737,125,2,1855.25,3710.5,0,1,0.0
12739,12,2,856.845,1713.69,8,1,8.0
12741,156,2,203.035,406.07,3,1,3.0
12742,252,1,1201.52,1201.52,0,0,
12744,86,4,1009.4425,4037.77,131,1,43.666666666666664
12745,113,3,308.46999999999997,925.41,195,1,97.5
12746,167,1,254.55,254.55,0,0,
12747,15,15,314.798,4721.97,344,1,24.285714285714285
12748,2,127,164.39614173228347,20878.31,359,1,2.4444444444444446
12749,26,4,701.62,2806.48,121,1,40.0
12751,71,1,268.27,268.27,0,0,
12755,12,9,158.25666666666666,1424.31,308,1,38.125
12758,86,5,1422.33,7111.650000000001,278,1,69.5
12759,13,5,697.86,3489.3,349,1,86.75
12760,82,1,347.8,347.8,0,0,
12761,84,2,391.475,782.95,7,1,7.0
12765,99,6,234.09666666666666,1404.58,169,1,33.4
12766,15,2,964.6800000000001,1929.3600000000001,19,1,19.0
12767,2,1,949.82,949.82,0,0,
12768,77,1,168.69000000000003,168.69000000000003,0,0,
12770,83,1,1895.0,1895.0,0,0,
12771,112,1,282.3,282.3,0,0,
12773,191,1,124.25,124.25,0,0,
12774,162,1,98.7,98.7,0,0,
12775,15,2,150.04,300.08,21,1,21.0
12776,294,1,55.5,55.5,0,0,
12777,84,1,519.45,519.45,0,0,
12778,23,3,317.81666666666666,953.45,206,1,102.5
12779,19,6,415.4583333333333,2492.75,344,1,68.6
12780,225,1,337.4,337.4,0,0,
12782,1,6,381.22,2287.32,144,1,28.4
12784,156,1,1230.33,1230.33,0,0,
12785,162,2,394.225,788.45,195,1,195.0
12786,236,1,728.5,728.5,0,0,
12787,40,1,398.52,398.52,0,0,
12788,90,4,111.225,444.9,65,1,21.333333333333332
12789,139,2,90.75,181.5,181,1,181.0
12790,37,1,266.93,266.93,0,0,
12791,19,5,134.182,670.91,231,1,57.5
12792,161,1,426.47,426.47,0,0,
12793,28,1,340.05,340.05,0,0,
12796,255,1,381.0,381.0,0,0,
12797,51,1,298.05,298.05,0,0,
12798,48,1,1533.8899999999999,1533.8899999999999,0,0,
12799,156,1,219.35,219.35,0,0,
12800,97,3,194.75,584.25,206,1,103.0
12801,127,1,1071.82,1071.82,0,0,
12802,69,6,331.4733333333333,1988.84,121,1,24.0
12803,20,1,1092.81,1092.81,0,0,
12804,92,2,163.51,327.02,34,1,34.0
12805,8,4,358.7375,1434.95,293,1,97.33333333333333
12806,62,4,719.74,2878.96,153,1,50.666666666666664
12807,10,1,330.35,330.35,0,0,
12808,62,2,146.525,293.05,27,1,27.0
12809,192,2,633.315,1266.63,81,1,81.0
12810,161,2,267.495,534.99,142,1,142.0
12811,5,2,259.525,519.05,48,1,48.0
12813,128,3,562.6,1687.8,191,1,95.0
12817,26,2,262.47,524.94,34,1,34.0
12819,85,1,540.52,540.52,0,0,
12820,24,7,249.59714285714287,1747.18,337,1,55.666666666666664
12821,238,1,128.07999999999998,128.07999999999998,0,0,
12823,21,13,364.7692307692308,4742.0,284,1,23.416666666666668
12825,148,2,259.315,518.63,120,1,120.0
12826,31,5,265.206,1326.03,317,1,79.0
12829,177,1,92.30000000000001,92.30000000000001,0,0,
12831,90,2,118.03,236.06,0,1,0.0
12835,54,41,147.3978048780488,6043.31,308,1,7.225
12836,16,11,361.16,3972.76,349,1,34.4
12837,196,1,554.31,554.31,0,0,
12838,14,8,290.57,2324.56,205,1,28.714285714285715
12839,6,12,339.80833333333334,4077.7,353,1,31.636363636363637
12840,64,3,438.40000000000003,1315.2,237,1,118.0
12841,6,15,200.82266666666666,3012.34,139,1,9.5
12842,31,2,399.5,799.0,333,1,333.0
12843,9,22,222.09772727272727,4886.15,344,1,15.952380952380953
12844,69,2,161.32,322.64,151,1,151.0
12846,309,1,15.58,15.58,0,0,
12847,14,1,765.36,765.36,0,0,
12848,302,1,208.0,208.0,0,0,
12849,8,4,509.91749999999996,2039.67,209,1,69.33333333333333
12850,72,1,330.0,330.0,0,0,
12851,104,1,148.95,148.95,0,0,
12853,54,5,390.08000000000004,1950.4,245,1,60.75
12854,188,4,417.38,1669.52,167,1,55.333333333333336
12855,21,3,191.58,574.74,7,1,3.5
12857,63,4,645.4,2581.6,247,1,82.0
12858,10,1,177.92,177.92,0,0,
12859,85,1,575.1,575.1,0,0,
12860,320,1,55.47,55.47,0,0,
12861,246,1,68.25,68.25,0,0,
12862,52,2,504.15999999999997,1008.3199999999999,69,1,69.0
12863,6,5,454.27,2271.35,210,1,52.0
12864,135,1,152.45,152.45,0,0,
12865,5,2,877.6200000000001,1755.24,98,1,98.0
12866,101,2,334.115,668.23,28,1,28.0
12867,24,6,646.0783333333333,3876.47,325,1,64.6
12868,7,2,218.35000000000002,436.7,12,1,12.0
12869,308,1,337.66999999999996,337.66999999999996,0,0,
12870,2,3,558.9833333333333,1676.95,248,1,124.0
12871,66,1,363.38,363.38,0,0,
12872,10,10,270.699,2706.9900000000002,352,1,38.666666666666664
12873,24,2,826.6500000000001,1653.3,284,1,284.0
12874,12,2,474.21,948.42,169,1,169.0
12875,98,3,337.92,1013.76,226,1,113.0
12876,21,2,931.885,1863.77,195,1,195.0
12877,28,8,177.425,1419.4,289,1,40.857142857142854
12880,8,2,320.065,640.13,192,1,192.0
12887,10,1,222.4,222.4,0,0,
12889,8,4,96.36500000000001,385.46000000000004,121,1,40.0
12890,14,1,336.8,336.8,0,0,
12891,85,8,63.6875,509.5,201,1,28.142857142857142
12892,23,1,263.38,263.38,0,0,
12894,202,1,157.35,157.35,0,0,
12897,8,2,148.875,297.75,162,1,162.0
12898,90,2,155.48000000000002,310.96000000000004,195,1,195.0
12899,40,1,366.4,366.4,0,0,
12900,49,1,340.33,340.33,0,0,
12903,55,1,833.53,833.53,0,0,
12905,203,2,509.21,1018.42,105,1,105.0
12907,22,2,254.45499999999998,508.91,98,1,98.0
12908,7,3,342.0,1026.0,249,1,124.0
12909,51,3,308.17333333333335,924.52,228,1,114.0
12910,6,5,544.296,2721.48,241,1,60.0
12911,178,1,1680.47,1680.47,0,0,
12913,7,8,474.95125,3799.61,358,1,50.857142857142854
12914,27,1,223.98,223.98,0,0,
12915,99,2,305.725,611.45,116,1,116.0
12916,69,3,549.29,1647.87,242,1,120.5
12917,27,5,753.04,3765.2,330,1,82.0
12918,253,1,10953.5,10953.5,0,0,
12920,198,3,107.95333333333333,323.86,153,1,76.5
12921,12,37,503.95000000000005,18646.15,352,1,9.444444444444445
12923,17,2,306.45,612.9,184,1,184.0
12924,20,8,191.9625,1535.7,337,1,47.857142857142854
12925,219,1,35.28,35.28,0,0,
12926,38,4,387.115,1548.46,314,1,104.33333333333333
12927,21,1,197.31,197.31,0,0,
12928,5,7,320.3128571428571,2242.19,171,1,28.0
12931,7,42,1197.4138095238097,50291.38,357,1,8.341463414634147
12932,166,8,212.32,1698.56,128,1,17.857142857142858
12933,7,5,215.9,1079.5,349,1,86.75
12934,363,1,181.65,181.65,0,0,
12935,2,8,260.395,2083.16,231,1,32.714285714285715
12937,90,5,318.668,1593.34,273,1,68.0
12939,6,12,1140.25,13683.0,317,1,28.545454545454547
12941,351,1,377.49,377.49,0,0,
12943,185,2,248.25,496.5,47,1,47.0
12945,283,1,437.16,437.16,0,0,
12946,63,1,324.45,324.45,0,0,
12948,357,2,126.24000000000001,252.48000000000002,6,1,6.0
12949,9,14,811.3914285714285,11359.48,353,1,27.0
12951,13,9,238.85000000000002,2149.65,311,1,38.75
12953,149,1,498.96000000000004,498.96000000000004,0,0,
12954,265,1,162.45,162.45,0,0,
12956,311,3,137.94,413.82,39,1,19.0
12957,168,5,937.8860000000001,4689.43,186,1,46.25
12958,27,2,269.745,539.49,182,1,182.0
12959,111,1,150.95,150.95,0,0,
12960,40,4,330.51750000000004,1322.07,247,1,81.66666666666667
12961,6,1,211.99,211.99,0,0,
12963,62,4,344.79,1379.16,84,1,27.333333333333332
12964,64,1,132.24,132.24,0,0,
12967,10,1,1277.6200000000001,1277.6200000000001,0,0,
12969,229,1,122.45,122.45,0,0,
12970,7,6,178.78833333333333,1072.73,354,1,70.8
12971,1,30,150.4896666666667,4514.6900000000005,349,1,11.620689655172415
12972,40,4,290.3,1161.2,247,1,81.66666666666667
12973,40,1,385.55,385.55,0,0,
12974,192,1,264.15,264.15,0,0,
12975,63,6,350.01500000000004,2100.09,296,1,59.0
12976,5,7,345.3971428571429,2417.7799999999997,286,1,47.5
12977,128,3,159.46333333333334,478.39,9,1,4.5
12978,12,5,500.564,2502.82,344,1,85.75
12979,356,1,517.7,517.7,0,0,
12980,13,12,739.2400000000001,8870.880000000001,351,1,31.636363636363637
12982,21,7,336.32428571428574,2354.27,211,1,34.666666666666664
12983,225,1,490.08000000000004,490.08000000000004,0,0,
12986,55,10,272.98400000000004,2729.84,259,1,28.444444444444443
12987,47,3,251.17,753.51,268,1,133.5
12989,51,18,368.20222222222225,6627.64,304,1,17.529411764705884
12990,44,4,136.5,546.0,201,1,66.66666666666667
12991,16,1,261.06,261.06,0,0,
12992,352,1,93.35000000000001,93.35000000000001,0,0,
12993,72,4,211.2175,844.87,214,1,71.0
12996,2,1,355.5,355.5,0,0,
12997,21,4,221.005,884.02,218,1,72.0
12998,119,3,306.6933333333333,920.08,160,1,80.0
13000,352,1,497.65000000000003,497.65000000000003,0,0,
13001,31,20,717.664,14353.28,331,1,16.894736842105264
13002,43,2,146.59,293.18,18,1,18.0
13004,13,18,333.0522222222222,5994.94,338,1,19.352941176470587
13005,58,2,242.99,485.98,25,1,25.0
13007,206,1,175.25,175.25,0,0,
13008,24,2,191.32999999999998,382.66,325,1,325.0
13009,299,1,234.0,234.0,0,0,
13010,1,2,165.06,330.12,274,1,274.0
13012,56,3,436.99666666666667,1310.99,162,1,80.5
13013,14,16,392.905625,6286.490000000001,338,1,22.0
13014,59,1,1914.8,1914.8,0,0,
13015,65,6,540.0233333333334,3240.14,164,1,32.2
13018,40,7,355.0657142857143,2485.46,235,1,38.833333333333336
13019,6,6,204.99166666666667,1229.95,353,1,70.2
13020,189,2,309.48,618.96,97,1,97.0
13021,1,8,283.8575,2270.86,360,1,50.857142857142854
13022,56,1,65.3,65.3,0,0,
13023,155,1,759.13,759.13,0,0,
13024,97,2,277.935,555.87,111,1,111.0
13025,358,1,323.39,323.39,0,0,
13026,115,4,189.43,757.72,237,1,78.66666666666667
13027,12,13,801.7846153846154,10423.2,303,1,24.75
13029,1,2,339.9,679.8,148,1,148.0
13031,34,5,683.854,3419.27,147,1,36.25
13032,19,7,261.90999999999997,1833.37,67,1,11.0
13033,56,1,30.0,30.0,0,0,
13034,28,1,114.05000000000001,114.05000000000001,0,0,
13035,58,1,442.32,442.32,0,0,
13036,311,1,307.1,307.1,0,0,
13037,26,9,337.09777777777776,3033.88,336,1,41.5
13039,211,4,252.6825,1010.73,138,1,45.333333333333336
13041,77,4,199.7825,799.13,139,1,46.0
13042,225,3,518.8466666666667,1556.54,133,1,66.5
13044,119,10,429.343,4293.43,208,1,22.555555555555557
13045,28,2,251.82,503.64,84,1,84.0
13046,83,1,319.94,319.94,0,0,
13047,41,14,370.78499999999997,5190.99,309,1,23.384615384615383
13048,63,5,449.66,2248.3,245,1,61.0
13049,16,2,375.78,751.5600000000001,11,1,11.0
13050,1,18,343.31444444444446,6179.66,349,1,20.0
13051,205,2,77.9,155.8,40,1,40.0
13052,47,6,470.06333333333333,2820.38,234,1,46.4
13053,248,1,127.65,127.65,0,0,
13055,56,1,1106.7,1106.7,0,0,
13056,178,1,209.48,209.48,0,0,
13057,157,3,240.6966666666667,722.09,101,1,50.5
13059,40,9,235.53,2119.77,205,1,25.25
13063,107,1,188.4,188.4,0,0,
13064,177,2,280.625,561.25,41,1,41.0
13065,19,4,212.2975,849.19,154,1,51.333333333333336
13067,36,2,196.52499999999998,393.05,36,1,36.0
13069,3,14,351.0364285714286,4914.51,166,1,12.461538461538462
13070,86,3,174.29999999999998,522.9,272,1,136.0
13071,239,1,129.22,129.22,0,0,
13073,38,2,209.04,418.08,26,1,26.0
13074,138,4,344.685,1378.74,212,1,70.33333333333333
13076,84,1,135.4,135.4,0,0,
13077,8,7,288.81142857142856,2021.68,347,1,57.333333333333336
13078,1,31,528.7135483870967,16390.12,364,1,11.7
13079,44,1,199.08,199.08,0,0,
13080,28,3,74.21666666666667,222.65,208,1,103.5
13081,15,17,1676.528823529412,28500.99,343,1,21.0
13082,51,12,310.1766666666667,3722.12,292,1,26.181818181818183
13083,52,1,91.67999999999999,91.67999999999999,0,0,
13084,118,1,122.39999999999999,122.39999999999999,0,0,
13085,306,6,336.2,2017.2,59,1,11.6
13086,9,1,439.33000000000004,439.33000000000004,0,0,
13087,353,1,313.64,313.64,0,0,
13088,44,1,236.11,236.11,0,0,
13089,6,106,515.8623584905661,54681.41,357,1,3.066666666666667
13090,1,10,418.387,4183.87,119,1,12.88888888888889
13091,356,2,988.0,1976.0,0,1,0.0
13092,41,7,237.49285714285716,1662.45,253,1,41.666666666666664
13093,1,47,985.3570212765957,46311.78,361,1,7.456521739130435
13094,16,1,282.12,282.12,0,0,
13096,21,1,419.70000000000005,419.70000000000005,0,0,
13097,15,18,409.93333333333334,7378.8,349,1,20.235294117647058
13101,125,3,198.06999999999996,594.21,182,1,91.0
13102,6,13,381.2315384615385,4956.01,203,1,16.25
13103,64,2,232.85000000000002,465.70000000000005,139,1,139.0
13104,42,3,203.54,610.62,237,1,118.5
13105,63,1,72.0,72.0,0,0,
13106,40,1,526.96,526.96,0,0,
13107,40,5,744.29,3721.45,259,1,64.5
13108,62,1,398.4,398.4,0,0,
13109,178,1,347.49,347.49,0,0,
13110,64,5,293.76000000000005,1468.8000000000002,301,1,75.0
13111,345,1,321.88000000000005,321.88000000000005,0,0,
13112,168,1,20.6,20.6,0,0,
13113,2,13,462.0615384615384,6006.8,245,1,20.0
13114,357,1,234.38,234.38,0,0,
13115,6,6,533.32,3199.92,220,1,43.6
13117,13,10,127.075,1270.75,236,1,25.88888888888889
13118,3,4,304.4,1217.6,62,1,20.333333333333332
13119,295,1,134.9,134.9,0,0,
13123,99,2,253.375,506.75,56,1,56.0
13124,12,1,916.12,916.12,0,0,
13125,150,1,158.57,158.57,0,0,
13126,34,5,335.034,1675.17,240,1,59.75
13128,258,1,263.5,263.5,0,0,
13129,79,2,116.625,233.25,77,1,77.0
13131,45,4,560.1175,2240.47,250,1,83.0
13133,86,1,90.65,90.65,0,0,
13134,29,2,340.825,681.65,14,1,14.0
13135,118,1,275.45,275.45,0,0,
13136,2,8,458.36875000000003,3666.9500000000003,355,1,50.42857142857143
13137,13,8,507.78625,4062.29,115,1,16.0
13138,23,1,311.62,311.62,0,0,
13139,64,1,3138.04,3138.04,0,0,
13140,47,2,316.22499999999997,632.45,70,1,70.0
13141,12,12,439.98583333333335,5279.83,344,1,30.727272727272727
13143,211,1,405.1,405.1,0,0,
13144,58,1,24.4,24.4,0,0,
13145,47,3,170.0,510.0,179,1,89.5
13148,16,14,351.04928571428576,4914.6900000000005,343,1,26.0
13150,111,3,149.98999999999998,449.96999999999997,146,1,73.0
13151,252,2,661.435,1322.8700000000001,1,1,1.0
13152,44,7,306.6257142857143,2146.38,277,1,45.833333333333336
13154,26,3,541.6133333333333,1624.84,336,1,168.0
13155,40,2,199.36,398.72,78,1,78.0
13156,12,3,528.8466666666667,1586.54,290,1,145.0
13157,36,5,789.228,3946.14,232,1,57.75
13158,15,1,307.12,307.12,0,0,
13161,127,1,366.13,366.13,0,0,
13162,7,12,632.2666666666667,7587.2,355,1,31.90909090909091
13163,237,1,17.65,17.65,0,0,
13164,196,2,186.10000000000002,372.2,98,1,98.0
13165,40,1,429.68,429.68,0,0,
13166,41,1,466.98,466.98,0,0,
13167,17,1,333.82,333.82,0,0,
13168,169,1,556.12,556.12,0,0,
13169,189,1,127.2,127.2,0,0,
13172,27,1,69.6,69.6,0,0,
